7001970 2.5 3.5 3.5 3.66666666666667 2.5 3 3.33333333333333 3.66666666666667 3 1.33333333333333 1.33333333333333 2.4 1 -99 1.33333333333333 3.33333333333333 4 3 20.08 0 1
7001974 4 4.5 4 3.66666666666667 3 -99 -99 -99 -99 -99 -99 2.5 1 72.9400024414062 -99 -99 -99 -99 20.08 0 0
7001976 4.5 3 4 3.33333333333333 3.5 3.66666666666667 3.66666666666667 2.66666666666667 4 1.33333333333333 1.66666666666667 3.3 1 -99 2.33333333333333 2.66666666666667 3 3 21.42 0 0
7001977 2.5 5 3 3.33333333333333 3 3.66666666666667 3.66666666666667 3 3.8 1.66666666666667 2 3.5 1 54.2700004577637 2.66666666666667 4.33333333333333 3.33333333333333 2.5 20.83 1 0
7001980 5 5 3 3.66666666666667 4.5 -99 -99 -99 -99 -99 -99 2.9 1 -99 -99 -99 -99 -99 20.58 0 -99
7001981 5 2.5 3 4.33333333333333 1.5 3.33333333333333 3.33333333333333 3.66666666666667 3.6 1.33333333333333 1.66666666666667 -99 1 70.5699996948242 -99 -99 -99 -99 24.58 0 0
7001984 3 4 2 4.33333333333333 3 -99 -99 -99 -99 -99 -99 2.1 3 72.9400024414062 2.33333333333333 3.66666666666667 3 3 21.5 1 0
7001986 2.5 2.5 3.5 3 1.5 2.33333333333333 4 3.66666666666667 3.6 1.33333333333333 1.66666666666667 2.7 2 77.0999984741211 1.66666666666667 2.66666666666667 2 2.75 22.25 1 0
7001994 5 3.5 4 3.33333333333333 1.5 4 2.33333333333333 3.66666666666667 3 1 1.66666666666667 1.8 -99 -99 3 3 2 4 21 0 0
7001995 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 3.1 1 -99 -99 -99 -99 -99 20.25 0 -99
7001997 3.5 5 4.5 4 2.5 3.66666666666667 3 2.66666666666667 2.4 1.66666666666667 2.66666666666667 2.7 3 82.4100036621094 -99 -99 -99 -99 19.83 0 0
7002000 2.5 4 4 3.66666666666667 3 -99 -99 -99 -99 -99 -99 1.8 2 -99 -99 -99 -99 -99 21.83 0 -99
7002004 3.5 4 5 3.66666666666667 3.5 3.66666666666667 3.33333333333333 3 2.6 2 1.33333333333333 2.5 1 41.2700004577637 2.66666666666667 2.66666666666667 3.33333333333333 3 20.42 0 0
7002011 4 4.5 4 3.33333333333333 2.5 -99 -99 -99 -99 -99 -99 2.5 1 40.5400009155273 2 2.66666666666667 3 2.75 22.92 0 1
7002012 4.5 4.5 4 4 3.5 3.66666666666667 3.66666666666667 3.66666666666667 3.4 1 1.66666666666667 3.3 2 -99 3 4.66666666666667 3.66666666666667 3.25 20.5 1 0
7002013 2 1.5 3 4 3 -99 -99 -99 -99 -99 -99 2 3 82.4100036621094 -99 -99 -99 -99 19.92 0 -99
7002025 4.5 4 4 4 3 -99 -99 -99 -99 -99 -99 2.1 2 56.5699996948242 2 4 2 3 19.5 0 0
7002026 4.5 4.5 4 2.66666666666667 2 -99 -99 -99 -99 -99 -99 3 1 54.5499992370605 2.33333333333333 3.33333333333333 3 3.5 27.58 1 0
7002030 3 4 3.5 3.66666666666667 2 3 2.66666666666667 2.66666666666667 2.6 2 2 3.1 3 82.4100036621094 2.66666666666667 3 3 3.25 21.5 1 0
7002036 2.5 2.5 1.5 4.33333333333333 3 -99 -99 -99 -99 -99 -99 2.5 3 81.9199981689453 2.66666666666667 2.33333333333333 2.66666666666667 3.25 19.75 0 0
7002041 4.5 3.5 2.5 2.66666666666667 2.5 2 4 3 2.6 1 1 2.9 1 33.1599998474121 2.66666666666667 4 2 3 24.67 1 0
7002044 2.5 4 4 4 1.5 -99 -99 -99 -99 -99 -99 2 1 63.0299987792969 3 2 3.33333333333333 3 21.42 1 0
7002052 5 3.5 2.5 4.33333333333333 4 3.33333333333333 3 3.33333333333333 2.4 1.33333333333333 3.66666666666667 2.8 2 28.4799995422363 2.33333333333333 4 3 3 20.25 0 0
7002054 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 2.6 1 22.5699996948242 -99 -99 -99 -99 21.42 0 -99
7002057 4 3 4 4.33333333333333 2.5 -99 -99 -99 -99 -99 -99 2.4 1 17.7900009155273 2 3.66666666666667 3 3 22.25 0 0
7002058 3 5 3.5 3 3 3 2.66666666666667 2.66666666666667 2.75 1 1 3.9 1 -99 3 4.66666666666667 3 2.5 20.25 0 0
7002059 5 3.5 4.5 4 2.5 -99 -99 -99 -99 -99 -99 2.8 1 30.5900001525879 2 3 1.66666666666667 3 33 0 1
7002061 4 4 3 3.66666666666667 3 -99 -99 -99 -99 -99 -99 3.2 1 40.5400009155273 -99 -99 -99 -99 20.25 0 0
7002062 4 4 4.5 3.33333333333333 3 4 3.33333333333333 2.66666666666667 2.4 1.33333333333333 3 2.2 3 70.3399963378906 4 2.66666666666667 3.66666666666667 3 20.33 0 0
7002063 4 5 4.5 4 2 -99 -99 -99 -99 -99 -99 2.2 1 43.8499984741211 -99 -99 -99 -99 21.58 0 -99
7002067 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 2.4 1 65.4199981689453 -99 -99 -99 -99 24.92 0 -99
7002068 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 3.4 2 -99 -99 -99 -99 -99 21.33 0 -99
7002070 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 2.1 1 -99 -99 -99 -99 -99 20.25 1 -99
7002074 2.5 3.5 5 4.33333333333333 2.5 3 2.66666666666667 2.66666666666667 3.4 1 1 1.9 1 57.3800010681152 3 3.33333333333333 2.66666666666667 3 20.33 0 0
7002076 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 2.4 2 81.4000015258789 -99 -99 -99 -99 22.42 0 -99
7002080 4 5 4.5 3 2.5 3.66666666666667 3.66666666666667 3.66666666666667 2.2 1 1.33333333333333 -99 1 -99 -99 -99 -99 -99 41 0 0
7002082 3.5 3.5 4 3.33333333333333 2.5 3.66666666666667 4 4 2.8 1.66666666666667 2.33333333333333 2.3 2 -99 -99 -99 -99 -99 20.42 0 0
7002093 5 4.5 3 3.66666666666667 3 2.66666666666667 3.33333333333333 3.33333333333333 1.8 1.66666666666667 2.66666666666667 3.1 2 -99 2.66666666666667 4.66666666666667 3.33333333333333 3.5 21.33 0 0
7002094 5 4 3 3.66666666666667 3.5 -99 -99 -99 -99 -99 -99 2.7 1 33.9000015258789 -99 -99 -99 -99 20.08 0 0
7002099 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 2.4 3 70.8899993896484 -99 -99 -99 -99 19.75 0 -99
7002100 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 2.6 2 -99 -99 -99 -99 -99 20.25 0 0
7002105 2 5 3.5 3.66666666666667 4 2.66666666666667 3.33333333333333 3.33333333333333 1.8 1 1 2.8 2 -99 2 4 4 3.75 19.75 0 0
7002106 4 3.5 3 2.66666666666667 3 -99 -99 -99 -99 -99 -99 3.2 3 -99 1.66666666666667 2.33333333333333 2 2.5 25 0 0
7002108 3 2.5 4.5 4.33333333333333 2.5 3.33333333333333 3 3.33333333333333 3.6 1 2 1.9 1 22.5699996948242 2.33333333333333 3.33333333333333 3.66666666666667 3.5 20.67 0 0
7002109 3 3 2.5 4 3 3 4 4 2.2 1 2.33333333333333 3.4 1 -99 3 4 3 3 20 0 0
7002110 4.5 3 3.5 4 4.5 -99 -99 -99 -99 -99 -99 1.7 1 -99 1.66666666666667 1.33333333333333 3 2 19.92 0 0
7002113 4.5 3.5 3.5 4.33333333333333 4 3.33333333333333 3.33333333333333 3.33333333333333 2.8 1.66666666666667 2.33333333333333 1.9 1 -99 3.33333333333333 3.66666666666667 2 3.5 26.75 0 0
7002114 2 4 5 4.33333333333333 3 -99 -99 -99 -99 -99 -99 1.9 1 -99 1 -99 -99 2.25 21.33 0 1
7002116 5 4.5 3 4 4 -99 -99 -99 -99 -99 -99 3.3 1 16.3600006103516 -99 -99 -99 -99 19.83 0 -99
7002118 5 4 3 4 3 2.66666666666667 3 3.66666666666667 2.6 1 1.66666666666667 2.2 1 25.9500007629395 2.33333333333333 2 2.33333333333333 3 22.83 0 0
7002121 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1.6 2 -99 -99 -99 -99 -99 36.75 1 -99
7002125 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 17.7900009155273 -99 -99 -99 -99 24.5 0 -99
7002128 4 4.5 4.5 3.66666666666667 3 -99 -99 -99 -99 -99 -99 2.6 1 -99 -99 -99 -99 -99 20.75 0 0
7002129 3 3 3 3.33333333333333 2.5 2.66666666666667 3 3 2.8 1 1 3.5 3 -99 2.66666666666667 2.33333333333333 2.33333333333333 3 19.67 1 0
7002133 4 4 5 4 3 -99 -99 -99 -99 -99 -99 2.3 1 41.6300010681152 2.66666666666667 3.66666666666667 3 3 22.5 0 0
7002136 3.5 3 5 3 2 2.66666666666667 3 3 3.4 1.66666666666667 2.33333333333333 3.5 1 54.5499992370605 -99 -99 -99 -99 19.58 0 0
7002154 1.5 2.5 1.5 2.33333333333333 1.5 3.66666666666667 3.66666666666667 2 3 2.33333333333333 1.33333333333333 3.5 1 -99 -99 -99 -99 -99 20.5 0 -99
7002156 2 5 5 4.66666666666667 4 -99 -99 -99 -99 -99 -99 3.1 1 75.129997253418 2.33333333333333 4.66666666666667 4 3 19.92 0 0
7002157 4 3.5 3 4 3.5 -99 -99 -99 -99 -99 -99 2.7 1 30.7800006866455 -99 -99 -99 -99 20.58 0 1
7002158 4 4 4 4.33333333333333 3.5 3.5 2 2.5 2.66666666666667 1 2 2.3 1 72.3000030517578 3 4 3 3 25.17 0 0
7002159 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 2.5 1 28.4799995422363 -99 -99 -99 -99 21.5 1 0
7002160 2.5 4 3.5 3.66666666666667 3 2 2.33333333333333 3 2.8 2 2.33333333333333 2.8 3 -99 3 3.33333333333333 3.33333333333333 3 20.08 0 0
7002161 3.5 4.5 4.5 4.66666666666667 2.5 3.66666666666667 3 3.33333333333333 3.6 1.66666666666667 1.33333333333333 2.6 2 -99 3.33333333333333 3.66666666666667 3.66666666666667 3 19.75 0 0
7002165 3.5 4 4 4.33333333333333 2 3.66666666666667 4 3.33333333333333 2.4 1 1.66666666666667 3.4 2 82.4100036621094 3.33333333333333 3.66666666666667 4 3.75 20.58 0 0
7002172 4.5 5 3 3 2 -99 -99 -99 -99 -99 -99 3.4 3 -99 -99 -99 -99 -99 21.25 0 -99
7002178 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 2.1 1 -99 -99 -99 -99 -99 21.17 0 -99
7002182 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 -99 -99 -99 -99 19.67 1 -99
7002185 4.5 4.5 3.5 3 2 3.33333333333333 2.66666666666667 3 2.8 1.33333333333333 3 3.3 2 82.4100036621094 2.33333333333333 3.66666666666667 4 2 20.25 0 0
7002186 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1.9 -99 76.6500015258789 -99 -99 -99 -99 21.25 0 -99
7002194 4 4 3 2.66666666666667 4 -99 -99 -99 -99 -99 -99 3.7 1 77.0999984741211 -99 -99 -99 -99 19.83 0 0
7002196 4 3 4 3.33333333333333 2 3 3.33333333333333 3 2.2 1.33333333333333 1 3.2 1 36.3499984741211 2 3 3.33333333333333 3 20.92 0 0
7002208 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 2.2 1 30.7800006866455 -99 -99 -99 -99 21.08 0 -99
7002215 4 4.5 4.5 3.66666666666667 3 4 2 3.33333333333333 3.2 2 1.33333333333333 2.5 1 -99 2 3 2.5 3.5 21.08 0 0
7002222 4 5 4.5 4.66666666666667 1 4 4 3 2.6 1 1 3.3 2 72.3000030517578 3.66666666666667 5 4 4 23.08 1 0
7002224 5 5 5 4.33333333333333 3 -99 -99 -99 -99 -99 -99 3.3 2 88.6999969482422 -99 -99 -99 -99 19.33 0 0
7002225 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 2.6 2 -99 -99 -99 -99 -99 28.17 0 -99
7002226 2.5 3.5 5 3.66666666666667 3 3 3 3.66666666666667 3 1 2 3 3 72.3000030517578 2.66666666666667 3.33333333333333 4 3.25 21.5 0 0
7002227 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 2.6 1 54.5499992370605 -99 -99 -99 -99 20 0 -99
7002228 3.5 4.5 2.5 4.33333333333333 1.5 3.66666666666667 1.66666666666667 3.33333333333333 2 1 1.33333333333333 2.4 3 74.6600036621094 2.66666666666667 3.33333333333333 4 3.75 21.33 0 0
7002229 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 2.2 3 82.4100036621094 -99 -99 -99 -99 19.75 1 -99
7002231 4 4 3.5 4 3.5 -99 -99 -99 -99 -99 -99 3 1 -99 -99 -99 -99 -99 20.42 0 -99
7002232 -99 -99 -99 -99 -99 3 3.33333333333333 3.33333333333333 2.2 1 1.33333333333333 2.3 1 51.3499984741211 3 3.33333333333333 3 2.5 20.42 0 0
7002233 4.5 4 4.5 4.33333333333333 2.5 3.33333333333333 2.66666666666667 4 4 1 2 3.1 1 -99 3 1.66666666666667 4 3 18.83 0 0
7002235 4.5 4 3 3.66666666666667 3.5 3.33333333333333 3.33333333333333 3.33333333333333 2.6 1 2 1.6 2 36.9199981689453 2 4 3.33333333333333 3 20.08 0 0
7002244 5 5 4 3.66666666666667 3.5 -99 -99 -99 -99 -99 -99 3.3 1 72.3000030517578 -99 -99 -99 -99 20 0 -99
7002247 3.5 5 5 3 2.5 3.66666666666667 3.33333333333333 2.66666666666667 4 2.33333333333333 2 2.5 1 51.3499984741211 2.66666666666667 3.66666666666667 3 3 20.08 0 0
7002249 3.5 4.5 4.5 4.33333333333333 2 -99 -99 -99 -99 -99 -99 2.7 3 88.6999969482422 -99 -99 -99 -99 21.25 1 0
7002256 4.5 4 4.5 4 3 3.33333333333333 2.33333333333333 3.66666666666667 3.4 2.66666666666667 1.66666666666667 2.3 1 -99 2.33333333333333 4 4 3.25 20.75 0 0
7002263 2.5 3.5 3 3.66666666666667 3 3.66666666666667 2.66666666666667 2.33333333333333 2.4 2.66666666666667 1 2.5 1 -99 -99 -99 -99 -99 22.33 1 0
7002266 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1.2 2 -99 -99 -99 -99 -99 21.75 0 -99
7002270 4.5 4 2.5 4.33333333333333 2 -99 -99 -99 -99 -99 -99 2.5 1 82.4100036621094 2.66666666666667 3.66666666666667 3 3.5 25.75 0 1
7002271 3 4.5 4 3.33333333333333 4.5 -99 -99 -99 -99 -99 -99 2.7 1 57.6399993896484 -99 -99 -99 -99 19.75 0 -99
7002276 3 4.5 4 4.33333333333333 3.5 3.66666666666667 2.66666666666667 3 2.4 1 1 2.6 1 26.8500003814697 2.66666666666667 4.66666666666667 4 3 21.75 0 0
7002277 3 5 4 3.66666666666667 2 -99 -99 -99 -99 -99 -99 3 1 25.2299995422363 -99 -99 -99 -99 18.75 0 0
7002281 4 2 4 3.33333333333333 1.5 4 2.66666666666667 3.33333333333333 2.2 3 2.66666666666667 2.2 2 74.6600036621094 2 2.33333333333333 3 2.75 20.08 1 1
7002284 2.5 3.5 3.5 3.33333333333333 4 3.33333333333333 3 3 2 1.66666666666667 2 -99 1 -99 2.66666666666667 3.66666666666667 3 2.5 23.33 0 0
7002288 2 5 5 3.66666666666667 3 -99 -99 -99 -99 -99 -99 -99 3 -99 -99 -99 -99 -99 26.08 0 -99
7002292 5 4.5 4.5 3 3.5 2.66666666666667 4 3.66666666666667 3.2 1 1.33333333333333 3 2 -99 2.33333333333333 2.66666666666667 3 2.75 22.33 0 0
7002301 4.5 2.5 4 3.66666666666667 2 4 3 4 3.2 1.66666666666667 2 3.1 2 -99 3.66666666666667 3.66666666666667 3 3.25 21 0 0
7002304 2.5 4 3 3.66666666666667 2 4 3 3 2.6 1 1 2.8 1 26.6000003814697 3 4.66666666666667 4 3.25 19.75 0 0
7002305 2 5 3 4.33333333333333 4 4 2.5 3 3.8 2.66666666666667 1.66666666666667 2.1 3 59.8899993896484 4 3 3.66666666666667 2.75 32.75 0 0
7002306 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 2.1 3 -99 -99 -99 -99 -99 30.92 0 -99
7002318 4.5 3 4 3.33333333333333 3 4 2 3 2 1 1 2.8 2 70.0899963378906 1.33333333333333 4 3 3 20.33 0 0
7002323 2.5 3 3 3 2 -99 -99 -99 -99 -99 -99 2.3 3 -99 1.66666666666667 2 2.33333333333333 2.5 21.25 1 0
7002324 4 4 4 4.33333333333333 3.5 3 2.33333333333333 3.66666666666667 3.4 2.33333333333333 2.33333333333333 2.6 1 75.5 -99 -99 -99 -99 20 0 0
